study_hours,attendance_pct,prev_gpa,assignments_done,sleep_hours,internet_hours,family_support,part_time_job,extracurricular,parent_edu,gender,school_type,distance_km,quiz_avg,midterm_score,final_score,grade
4.9,79.1,3.1,78.9,7.9,1.9,1,0,0,Undergraduate,Male,Private,37.9,81.6,71.8,63.8,Pass
5.7,71.8,3.07,100.0,8.5,4.5,3,0,1,Undergraduate,Female,Private,15.6,60.8,46.9,62.4,Pass
5.6,76.7,3.31,73.5,8.8,0.6,4,1,1,Undergraduate,Male,Private,9.0,52.7,69.7,65.7,Pass
5.8,77.4,3.59,71.3,10.0,3.6,3,0,0,None,Female,Public,34.1,48.5,61.6,61.5,Pass
8.2,52.0,3.27,86.8,7.4,3.5,3,0,0,Postgraduate,Female,Private,11.6,75.1,39.8,65.0,Pass
5.9,100.0,3.32,77.0,7.4,4.7,2,1,0,Undergraduate,Female,Private,15.5,64.8,55.1,68.7,Pass
4.5,78.6,1.89,67.2,4.7,3.3,4,0,0,None,Female,Public,4.0,88.8,96.9,61.5,Pass
6.9,84.6,3.04,85.3,6.2,1.0,4,1,0,Postgraduate,Female,Private,10.7,46.1,65.2,71.9,Distinction
7.4,92.3,3.34,61.9,6.7,1.6,3,0,1,Undergraduate,Female,Public,1.9,56.3,98.8,81.6,Distinction
2.5,62.7,3.51,62.8,8.6,1.2,3,1,0,Postgraduate,Female,Public,6.2,63.6,38.9,40.1,Fail
6.2,85.1,2.52,64.4,6.1,2.2,2,0,0,Postgraduate,Male,Public,0.5,53.7,74.0,56.9,Pass
6.4,74.0,2.54,100.0,8.2,2.7,3,1,1,Undergraduate,Female,Private,2.9,65.1,21.5,52.8,Pass
4.4,90.7,2.6,10.6,7.0,1.3,2,1,1,None,Male,Private,0.9,69.8,62.0,33.2,Fail
7.8,46.1,3.38,82.9,6.7,5.2,3,0,1,High School,Male,Private,5.9,72.3,72.1,69.0,Pass
4.7,76.5,3.72,75.7,7.4,1.0,4,1,0,Postgraduate,Male,Private,22.2,87.6,75.4,78.4,Distinction
5.3,69.0,2.71,41.4,6.4,5.0,5,0,1,Postgraduate,Female,Public,5.7,45.4,49.2,39.9,Fail
4.7,84.5,3.64,81.2,6.4,4.8,2,0,1,Undergraduate,Male,Public,21.4,70.1,78.6,73.0,Distinction
5.0,85.1,3.09,84.5,4.4,4.3,4,0,0,High School,Female,Private,12.8,55.3,53.5,62.3,Pass
2.8,67.4,2.91,86.8,6.6,2.0,4,1,0,High School,Male,Public,8.5,71.5,59.4,53.2,Pass
2.1,67.3,2.85,22.0,6.3,3.5,4,0,0,Postgraduate,Female,Public,3.2,71.5,55.1,29.1,Fail
8.2,76.3,3.52,100.0,6.2,1.1,5,0,1,High School,Female,Public,30.6,50.2,43.8,78.2,Distinction
3.3,64.6,3.23,60.2,7.6,4.4,3,1,0,High School,Male,Public,0.7,51.5,87.1,50.7,Pass
3.0,90.6,4.0,88.7,8.0,2.9,1,0,1,Undergraduate,Female,Private,14.0,72.7,62.8,68.8,Pass
0.7,72.5,2.4,89.8,7.3,2.4,4,0,1,High School,Male,Public,11.7,65.4,79.4,48.2,Pass
3.7,34.4,3.36,57.5,8.5,1.2,3,1,1,Postgraduate,Female,Private,7.0,61.7,78.7,44.2,Fail
2.4,72.4,2.63,88.2,7.9,0.0,1,1,0,None,Female,Private,3.3,74.9,46.5,39.6,Fail
8.3,62.4,2.39,67.3,6.6,1.4,3,0,0,None,Male,Public,6.8,76.0,81.5,64.3,Pass
7.0,53.5,2.99,33.6,6.3,4.7,3,1,0,Undergraduate,Female,Public,24.7,57.1,70.1,45.3,Pass
3.6,59.4,3.1,98.4,7.5,2.4,4,0,0,Undergraduate,Male,Public,21.8,52.2,45.3,50.9,Pass
9.5,79.6,4.0,59.5,7.9,2.7,2,0,1,High School,Male,Private,34.0,46.1,69.2,75.9,Distinction
7.0,97.9,2.87,57.9,9.1,4.0,3,0,0,Undergraduate,Male,Public,4.4,65.5,45.6,60.5,Pass
4.4,82.7,2.21,66.9,8.8,5.7,3,0,0,High School,Female,Public,5.9,43.7,87.7,50.2,Pass
0.5,68.9,3.19,80.4,6.2,5.0,3,0,0,Postgraduate,Male,Private,0.5,66.5,75.0,49.7,Pass
9.6,84.8,1.55,73.9,6.8,1.5,5,0,0,None,Male,Public,34.4,83.3,60.9,69.1,Pass
2.2,71.1,2.94,86.0,8.0,0.1,1,1,1,Postgraduate,Male,Private,4.8,59.7,82.2,51.8,Pass
1.7,67.6,3.01,48.2,8.6,6.5,5,0,1,Undergraduate,Male,Private,6.2,57.0,36.7,29.9,Fail
7.0,60.7,3.56,60.2,8.4,6.4,4,1,1,High School,Female,Public,28.6,95.0,50.0,66.1,Pass
9.9,51.7,3.68,72.7,6.9,3.3,4,0,0,None,Female,Private,9.0,87.6,58.0,79.1,Distinction
7.8,72.2,2.65,100.0,5.1,1.1,3,1,1,Undergraduate,Male,Public,10.0,53.5,97.8,80.6,Distinction
6.1,80.4,2.89,72.7,5.5,4.4,3,0,1,High School,Male,Private,2.3,67.1,44.9,56.3,Pass
6.2,76.6,2.46,96.7,7.4,2.8,5,0,0,High School,Male,Private,8.3,69.9,34.7,60.5,Pass
6.7,71.8,2.21,75.8,7.5,2.8,5,0,0,High School,Male,Public,30.0,68.1,38.9,52.3,Pass
6.5,63.8,3.22,65.3,5.4,4.3,3,1,1,Undergraduate,Male,Public,9.8,92.2,76.5,70.2,Distinction
5.6,87.1,2.11,70.1,7.1,3.5,2,1,1,Undergraduate,Male,Private,3.5,66.3,52.5,47.9,Pass
5.2,58.2,2.71,71.6,7.9,1.2,3,0,1,None,Female,Public,0.5,68.6,59.5,48.0,Pass
4.9,89.6,2.3,87.1,5.3,2.5,5,0,0,Undergraduate,Male,Private,4.9,75.3,74.2,70.1,Distinction
3.5,63.0,3.38,100.0,8.7,4.0,3,0,0,Undergraduate,Male,Public,10.2,82.8,59.5,64.4,Pass
4.4,66.7,4.0,82.2,6.4,3.8,4,1,1,None,Male,Public,0.5,79.1,65.3,71.7,Distinction
1.6,56.0,2.09,98.7,8.9,3.4,4,1,1,Postgraduate,Male,Private,11.3,73.1,70.6,46.1,Pass
4.8,70.5,1.7,55.7,6.2,4.4,4,1,0,Undergraduate,Male,Public,8.9,41.6,55.1,30.7,Fail
3.0,92.6,2.91,66.7,5.5,2.5,4,1,1,Postgraduate,Male,Private,18.4,57.7,59.3,54.1,Pass
2.8,85.7,3.01,60.5,6.3,3.3,3,1,0,High School,Female,Public,0.5,77.3,65.9,52.8,Pass
5.4,92.7,3.15,81.3,6.9,0.0,5,0,1,Postgraduate,Female,Public,18.2,68.8,75.9,80.1,Distinction
7.8,85.8,2.69,67.8,6.4,2.3,4,1,1,Undergraduate,Male,Private,8.8,77.4,49.3,66.9,Pass
6.8,61.4,2.86,89.6,6.7,4.1,4,1,1,Undergraduate,Female,Public,5.6,93.3,13.7,56.5,Pass
1.9,73.0,3.26,56.4,7.5,2.4,3,1,0,Undergraduate,Male,Private,40.4,47.3,72.9,42.6,Fail
3.0,66.3,3.73,75.9,6.7,2.3,4,0,0,None,Female,Private,2.1,82.1,76.8,66.2,Pass
6.9,98.0,1.63,88.7,6.9,1.4,3,0,1,Postgraduate,Male,Private,9.4,60.0,65.2,63.4,Pass
3.0,60.0,2.74,33.7,4.4,4.5,3,0,1,Undergraduate,Male,Private,4.6,79.0,66.3,34.9,Fail
4.6,91.4,3.15,100.0,7.6,3.8,4,1,0,None,Male,Public,9.0,64.4,53.0,69.6,Pass
6.1,91.4,2.36,69.3,6.9,4.2,4,0,1,None,Female,Private,9.6,96.9,70.0,69.7,Pass
3.1,100.0,4.0,34.5,9.4,0.4,4,0,0,None,Female,Public,1.1,67.0,75.7,63.0,Pass
5.2,71.9,2.56,78.2,5.6,2.8,3,0,0,Undergraduate,Male,Public,13.0,55.4,62.9,52.3,Pass
2.3,88.7,2.97,75.7,4.3,2.6,4,0,0,Undergraduate,Male,Public,12.1,71.3,100.0,69.8,Pass
3.8,100.0,3.39,73.4,7.9,2.6,3,0,0,Undergraduate,Female,Public,17.6,69.9,37.0,58.8,Pass
5.6,68.7,2.59,94.8,7.5,2.1,4,0,0,High School,Male,Private,1.1,82.1,64.6,67.1,Pass
1.8,55.0,1.71,89.9,5.5,2.5,3,1,1,Undergraduate,Male,Public,4.2,71.7,43.2,27.2,Fail
5.9,49.8,2.7,81.0,4.7,4.3,4,1,0,Undergraduate,Male,Public,12.6,100.0,76.1,66.7,Pass
5.0,88.7,3.72,84.0,9.3,0.1,5,0,0,None,Female,Public,1.8,63.3,36.7,67.9,Pass
6.1,49.8,2.76,72.9,9.1,5.7,3,1,1,High School,Female,Public,13.6,63.5,40.7,42.7,Fail
5.4,72.4,2.41,100.0,3.3,3.7,3,1,1,None,Male,Private,0.7,55.9,51.9,53.8,Pass
7.7,84.6,3.65,45.4,6.3,2.9,4,0,1,Postgraduate,Male,Public,4.9,66.3,66.3,73.0,Distinction
5.3,80.8,2.77,77.8,9.5,4.4,4,0,0,Undergraduate,Female,Public,22.5,68.5,52.5,59.5,Pass
4.1,84.4,2.64,76.3,6.3,0.8,4,0,1,Postgraduate,Male,Public,17.9,69.2,52.6,56.3,Pass
5.2,81.3,3.1,91.3,6.3,2.0,4,0,0,High School,Male,Public,12.4,66.0,59.1,68.8,Pass
6.1,97.2,3.54,58.1,6.6,2.8,3,1,0,Postgraduate,Male,Public,24.5,55.9,58.1,67.0,Pass
5.1,63.7,4.0,40.1,5.3,5.0,3,0,0,Undergraduate,Male,Public,14.8,51.8,85.8,58.8,Pass
5.1,67.8,3.58,78.1,4.4,2.9,3,0,0,Undergraduate,Female,Public,8.8,59.4,73.0,65.6,Pass
3.6,66.4,3.81,80.6,8.6,3.7,2,1,0,High School,Male,Public,46.8,82.1,56.8,60.1,Pass
3.7,90.5,2.65,100.0,4.2,2.1,4,0,1,Undergraduate,Male,Public,14.2,85.4,95.6,81.3,Distinction
2.2,91.5,2.28,49.6,7.4,3.7,2,1,0,Postgraduate,Male,Private,11.0,63.8,69.9,38.8,Fail
8.5,84.8,3.04,98.1,8.3,5.5,5,0,1,High School,Female,Public,6.3,50.9,46.5,77.2,Distinction
2.5,95.8,3.08,100.0,4.8,4.5,5,0,0,High School,Female,Private,27.9,63.8,66.1,70.4,Distinction
3.6,60.3,2.25,67.4,5.6,2.9,5,0,0,Undergraduate,Female,Private,4.2,96.4,70.6,52.9,Pass
3.6,100.0,2.88,49.2,8.8,4.0,5,0,0,Postgraduate,Male,Public,0.5,80.0,51.0,57.1,Pass
6.8,100.0,3.28,66.9,7.8,3.9,3,0,1,Undergraduate,Male,Private,2.6,73.3,45.2,69.3,Pass
4.4,89.0,3.25,75.3,6.1,3.8,5,0,1,High School,Male,Private,1.4,79.4,63.4,71.3,Distinction
7.5,100.0,3.35,86.3,8.8,4.7,2,0,1,High School,Female,Private,4.6,88.1,56.2,83.0,Distinction
3.7,53.2,3.2,63.2,8.8,4.7,1,1,1,High School,Female,Public,21.0,47.7,85.7,42.9,Fail
5.6,70.1,2.65,100.0,7.4,2.8,4,0,1,Postgraduate,Male,Public,12.7,59.1,73.9,68.8,Pass
3.3,67.0,2.64,52.7,5.6,4.0,2,1,1,Undergraduate,Male,Public,2.2,57.1,51.7,30.8,Fail
9.3,88.8,2.16,40.2,6.4,2.4,5,0,1,Undergraduate,Female,Public,18.7,73.8,68.8,66.5,Pass
2.6,62.2,4.0,97.1,7.4,1.6,4,0,0,High School,Male,Private,8.4,67.4,82.3,72.5,Distinction
5.6,89.4,3.01,29.5,6.7,2.6,4,1,0,Postgraduate,Male,Private,8.6,76.3,39.7,48.8,Pass
6.3,98.6,2.84,70.9,8.4,2.9,3,0,0,Undergraduate,Male,Public,5.4,57.4,45.6,60.3,Pass
5.8,88.4,2.35,100.0,4.7,0.5,4,0,0,Postgraduate,Female,Private,24.0,85.6,61.8,75.0,Distinction
4.6,82.3,4.0,74.8,4.8,4.3,1,0,0,Undergraduate,Male,Private,4.6,64.0,62.6,65.1,Pass
4.7,63.2,2.25,52.6,7.3,0.0,5,1,0,Undergraduate,Female,Public,1.2,75.4,61.2,45.0,Pass
5.1,65.3,2.7,73.9,6.3,7.1,2,0,0,Undergraduate,Male,Public,4.3,82.9,57.0,52.2,Pass
4.7,96.7,3.29,74.0,6.1,5.3,4,0,0,High School,Female,Public,15.1,81.7,56.8,71.0,Distinction
6.9,89.7,3.42,78.2,4.3,2.6,3,0,1,Postgraduate,Female,Private,12.9,70.4,68.1,79.5,Distinction
9.4,77.4,3.67,88.2,7.0,3.0,2,1,0,None,Female,Private,2.5,77.3,80.1,90.9,Distinction
3.9,71.7,4.0,54.2,6.9,3.5,3,0,0,Undergraduate,Male,Public,1.4,91.1,54.3,60.8,Pass
2.3,47.6,3.35,100.0,8.0,2.1,2,0,1,Postgraduate,Male,Public,13.0,72.7,100.0,64.4,Pass
4.8,61.9,2.26,79.9,7.1,3.3,4,0,0,High School,Male,Private,13.5,54.1,93.4,56.5,Pass
10.2,100.0,2.82,89.5,6.8,2.8,3,0,0,Undergraduate,Female,Private,5.5,73.7,83.3,96.5,Distinction
3.4,58.8,3.22,62.4,8.8,2.9,3,0,0,Undergraduate,Female,Public,22.2,64.4,72.0,48.6,Pass
8.3,80.8,4.0,100.0,5.0,3.3,4,1,0,Undergraduate,Male,Public,45.9,29.8,94.1,94.8,Distinction
8.4,93.1,2.02,69.9,7.8,1.0,3,0,0,Postgraduate,Female,Private,2.8,71.9,57.4,65.1,Pass
3.9,59.2,3.84,80.6,4.5,3.1,3,0,0,Undergraduate,Female,Public,10.3,66.7,48.7,55.8,Pass
6.1,80.8,3.13,56.3,5.7,3.2,5,1,0,Undergraduate,Male,Public,0.5,82.3,53.6,65.4,Pass
8.3,92.1,3.59,55.1,5.2,3.2,2,0,1,High School,Female,Private,15.0,53.7,46.0,63.8,Pass
4.2,78.2,2.93,88.8,8.2,2.7,2,0,1,High School,Male,Public,6.4,42.4,63.9,52.7,Pass
4.6,100.0,2.41,66.1,6.9,4.7,3,0,1,High School,Male,Private,2.6,67.5,66.8,57.1,Pass
3.8,53.0,3.53,57.9,7.0,2.5,3,0,0,Undergraduate,Female,Public,16.7,70.7,65.2,49.1,Pass
3.0,93.9,3.46,62.1,5.3,3.3,4,0,0,High School,Male,Public,20.0,66.4,61.8,59.7,Pass
3.7,75.4,3.68,89.0,6.6,4.9,3,0,1,Undergraduate,Female,Public,1.4,65.3,64.1,66.2,Pass
2.6,89.6,2.99,62.4,5.9,2.9,4,1,0,High School,Male,Public,0.5,49.0,89.8,57.3,Pass
5.1,84.6,2.58,72.6,7.6,3.3,1,1,1,Undergraduate,Male,Public,4.9,62.9,71.9,54.4,Pass
3.5,67.0,1.91,75.3,5.5,2.9,3,1,0,None,Male,Private,11.8,59.8,76.8,41.1,Fail
5.5,81.4,3.57,36.7,9.0,4.9,3,0,1,Undergraduate,Male,Public,18.9,81.1,65.1,60.1,Pass
1.9,50.1,3.3,45.6,4.5,2.6,4,0,0,Undergraduate,Male,Private,9.5,70.7,36.2,27.9,Fail
5.7,87.0,2.32,81.7,5.8,4.9,5,0,0,Postgraduate,Male,Public,10.4,60.8,33.0,54.6,Pass
6.7,82.5,2.62,60.3,9.5,2.8,4,0,1,Undergraduate,Male,Public,19.3,90.9,95.3,77.0,Distinction
1.0,87.6,2.67,96.1,6.3,1.7,5,1,1,Undergraduate,Female,Public,9.0,61.0,53.5,52.6,Pass
5.7,93.9,1.96,94.3,5.0,4.0,3,0,0,Postgraduate,Male,Private,11.3,73.4,52.1,62.1,Pass
7.5,83.5,2.43,89.4,7.3,2.5,1,1,1,Undergraduate,Male,Public,8.7,62.5,65.9,64.3,Pass
2.6,80.2,2.21,100.0,6.3,3.9,2,0,0,High School,Female,Public,25.5,89.5,70.8,56.9,Pass
8.3,64.8,2.71,73.3,5.7,0.0,3,0,0,Postgraduate,Female,Private,3.2,66.3,72.8,68.0,Pass
5.8,67.3,2.48,88.0,5.4,3.0,3,0,1,Undergraduate,Male,Public,3.7,66.7,90.4,67.4,Pass
3.6,95.8,1.86,63.3,10.0,2.3,2,0,1,High School,Female,Public,1.6,62.9,86.0,48.6,Pass
4.9,99.5,4.0,100.0,6.6,1.4,3,1,1,Undergraduate,Male,Public,20.5,67.9,49.0,81.2,Distinction
6.1,74.4,3.88,100.0,4.1,2.2,3,1,0,Postgraduate,Male,Private,6.4,83.0,77.5,89.6,Distinction
5.2,78.7,2.45,75.2,9.2,2.1,2,0,0,Postgraduate,Female,Public,5.1,77.7,55.9,53.8,Pass
6.1,64.4,3.19,82.7,7.9,2.9,3,0,1,Postgraduate,Female,Private,47.8,65.4,59.8,63.5,Pass
3.2,95.6,3.29,100.0,5.9,0.9,5,0,0,High School,Male,Private,31.4,90.5,44.5,74.1,Distinction
5.3,88.0,3.83,72.1,5.6,3.5,3,1,0,High School,Female,Private,42.9,78.1,34.9,65.0,Pass
2.2,100.0,2.43,61.9,8.0,5.0,4,0,0,High School,Male,Public,1.8,58.4,61.5,46.1,Pass
4.8,64.8,3.76,92.5,6.6,3.4,4,1,0,High School,Male,Private,26.6,44.3,46.7,59.5,Pass
3.2,72.3,2.62,76.6,4.1,4.2,3,0,0,Postgraduate,Female,Public,4.8,58.8,76.8,51.9,Pass
3.5,81.5,2.06,78.7,9.7,4.6,3,0,0,High School,Male,Public,0.5,71.2,57.5,45.7,Pass
7.5,87.7,3.51,58.3,6.3,4.9,3,1,1,Undergraduate,Female,Public,6.0,74.0,66.9,74.6,Distinction
7.2,74.8,3.9,40.6,9.2,5.8,4,0,1,Undergraduate,Female,Private,8.5,85.4,83.9,78.4,Distinction
6.2,64.9,4.0,79.7,8.9,2.3,3,0,0,Undergraduate,Female,Public,1.4,48.6,38.2,59.7,Pass
2.8,91.2,2.16,93.1,5.5,1.9,3,0,0,High School,Male,Public,9.3,58.4,50.4,47.1,Pass
4.4,88.8,3.49,70.5,8.5,4.2,2,0,0,High School,Male,Private,20.5,47.3,64.9,58.0,Pass
7.4,64.3,2.71,100.0,6.0,4.1,5,0,0,High School,Male,Public,5.7,44.9,67.0,69.4,Pass
5.3,98.3,3.55,60.9,4.2,4.2,3,0,1,High School,Female,Public,5.2,55.6,79.7,70.8,Distinction
9.6,95.6,1.97,53.9,6.4,5.8,4,1,1,Postgraduate,Male,Private,5.0,70.5,75.9,72.5,Distinction
5.8,80.0,2.12,73.7,7.6,3.0,3,1,1,Undergraduate,Female,Private,30.8,76.6,63.6,55.9,Pass
5.4,79.2,2.46,73.3,6.3,3.6,5,1,1,Undergraduate,Female,Public,0.6,50.8,66.9,57.7,Pass
4.4,86.3,3.06,90.4,6.5,1.5,4,0,0,Postgraduate,Male,Public,7.1,52.9,67.3,67.4,Pass
5.3,65.1,2.55,59.5,8.7,6.2,3,1,0,High School,Female,Private,3.7,38.3,38.5,31.2,Fail
4.7,78.5,3.46,100.0,7.2,2.5,5,0,1,Undergraduate,Male,Public,26.9,68.2,59.5,75.9,Distinction
6.4,45.7,3.72,100.0,5.7,2.5,4,0,1,High School,Female,Public,1.2,54.0,66.0,69.8,Pass
6.9,91.1,3.42,74.2,8.1,2.5,2,0,0,Undergraduate,Male,Private,6.4,89.9,69.3,80.5,Distinction
3.4,54.6,4.0,100.0,7.3,2.0,2,0,0,Undergraduate,Female,Public,6.3,71.1,47.2,59.1,Pass
2.3,100.0,3.29,53.9,3.2,1.9,4,0,1,High School,Female,Public,26.3,62.4,41.7,47.9,Pass
1.3,73.0,2.15,96.5,7.6,2.2,5,0,0,High School,Male,Public,2.9,55.4,58.2,43.2,Fail
6.0,74.8,3.95,95.9,7.6,1.0,4,1,1,High School,Male,Public,12.4,42.6,93.5,85.3,Distinction
2.8,68.6,2.58,92.3,7.0,1.8,4,0,1,Undergraduate,Male,Private,1.7,44.5,48.9,42.8,Fail
0.7,73.7,3.64,74.7,8.3,5.9,4,1,0,None,Male,Public,36.9,55.7,80.8,54.0,Pass
5.8,99.3,4.0,15.9,6.0,4.1,3,0,1,Undergraduate,Male,Public,10.8,54.5,87.4,65.8,Pass
10.0,40.7,3.32,62.2,7.5,4.4,4,0,1,Undergraduate,Female,Private,11.8,50.0,62.7,62.6,Pass
5.0,97.2,1.95,62.5,4.6,4.8,2,0,1,Undergraduate,Female,Public,6.8,70.7,51.1,45.7,Pass
6.7,83.1,2.36,55.4,7.6,5.8,5,1,0,Undergraduate,Male,Private,5.0,72.7,70.2,62.5,Pass
5.2,59.9,3.93,77.4,9.9,0.3,4,0,0,High School,Male,Public,2.9,58.1,65.1,65.5,Pass
4.8,61.9,2.88,66.6,5.5,1.2,4,0,1,Undergraduate,Female,Private,11.1,94.0,48.3,53.9,Pass
6.8,100.0,3.06,58.5,5.9,1.8,3,0,0,Postgraduate,Female,Public,37.1,38.8,51.5,59.4,Pass
4.4,63.8,3.53,53.8,5.9,2.3,2,0,0,Undergraduate,Male,Public,5.4,65.9,69.3,51.5,Pass
5.5,60.7,3.49,60.7,7.2,2.5,3,1,0,Undergraduate,Male,Public,25.8,61.7,76.9,59.9,Pass
5.6,95.1,3.2,97.4,5.4,2.3,4,0,1,Undergraduate,Male,Private,1.9,56.7,56.8,75.2,Distinction
3.7,83.1,2.85,61.8,7.6,3.3,4,0,0,High School,Female,Private,33.0,54.5,60.9,49.2,Pass
7.0,63.9,2.78,64.7,8.3,3.1,3,1,0,Undergraduate,Female,Private,5.2,64.9,72.7,59.4,Pass
4.7,81.2,3.6,65.9,7.8,1.9,4,0,0,Postgraduate,Female,Public,5.7,61.6,59.2,64.1,Pass
3.5,62.6,3.39,81.8,4.3,0.0,5,1,1,None,Female,Public,7.5,59.1,57.2,55.6,Pass
6.1,94.5,2.82,84.1,8.5,1.5,1,1,1,Postgraduate,Male,Private,15.2,45.5,49.9,57.2,Pass
3.2,93.9,3.76,14.1,8.4,2.2,3,1,0,High School,Male,Private,15.3,40.7,49.6,35.7,Fail
5.1,86.0,2.91,95.4,8.2,2.6,4,0,1,Undergraduate,Male,Private,7.8,60.7,100.0,81.6,Distinction
5.0,83.4,2.4,100.0,7.6,1.3,4,0,0,Postgraduate,Female,Public,8.9,59.0,58.9,63.7,Pass
7.2,100.0,2.47,54.0,7.3,2.3,4,0,1,Undergraduate,Female,Public,0.5,62.0,83.8,70.3,Distinction
5.9,78.0,2.31,55.6,8.5,1.3,4,1,1,Postgraduate,Male,Public,4.4,63.4,88.9,60.8,Pass
4.9,60.3,2.81,66.0,9.9,2.8,5,0,1,Postgraduate,Male,Public,5.1,57.2,59.1,51.1,Pass
6.6,84.7,3.86,59.9,5.6,1.4,2,0,0,High School,Female,Private,9.8,61.8,67.9,69.6,Pass
7.8,100.0,2.44,79.5,8.6,1.7,3,1,1,Undergraduate,Male,Private,9.8,52.2,63.6,69.0,Pass
6.1,62.8,3.13,36.1,6.9,1.0,2,0,1,High School,Male,Public,14.9,87.9,36.2,40.7,Fail
5.0,72.6,2.54,52.6,6.8,2.8,2,1,1,High School,Female,Public,15.1,53.0,37.2,31.2,Fail
2.4,84.2,2.82,100.0,4.7,1.7,3,1,0,High School,Male,Public,3.2,59.4,62.8,56.7,Pass
2.9,77.2,1.94,56.4,6.6,4.4,2,0,0,Undergraduate,Female,Private,17.6,54.1,55.2,27.1,Fail
4.4,63.3,2.85,99.9,5.5,3.6,5,0,1,Undergraduate,Male,Private,0.5,53.9,92.3,70.8,Distinction
3.8,94.8,2.86,82.1,6.3,2.9,5,0,0,Undergraduate,Male,Public,15.1,65.4,58.2,64.9,Pass
4.6,100.0,3.38,38.8,5.4,1.8,3,1,1,Undergraduate,Male,Private,1.3,63.5,93.2,67.1,Pass
5.1,80.9,3.16,87.7,6.3,3.6,4,0,0,None,Female,Public,15.7,58.1,54.4,63.1,Pass
6.1,64.4,2.16,72.6,6.4,4.0,4,0,1,Undergraduate,Female,Public,9.0,60.7,92.6,60.2,Pass
4.9,54.8,3.76,65.9,7.1,3.2,5,1,0,High School,Female,Private,6.9,54.2,70.1,60.1,Pass
6.0,81.9,3.15,79.9,4.6,5.4,4,1,0,Undergraduate,Female,Private,14.1,71.0,71.0,73.8,Distinction
5.1,94.6,3.14,84.5,4.8,3.7,1,1,0,Undergraduate,Male,Private,0.5,95.8,53.8,69.6,Pass
1.0,85.1,2.99,89.2,7.5,4.4,4,0,0,Undergraduate,Female,Public,3.0,51.9,71.2,54.6,Pass
3.1,78.0,2.64,98.6,5.8,3.2,4,0,0,Postgraduate,Male,Public,11.5,70.9,89.1,69.9,Pass
4.7,69.2,3.15,83.2,8.6,4.0,4,0,1,Undergraduate,Male,Public,22.5,65.7,59.7,61.4,Pass
2.6,61.6,3.33,47.5,7.3,1.8,5,0,1,Undergraduate,Male,Public,5.8,75.0,56.6,45.1,Pass
6.2,90.5,1.78,65.5,7.9,2.3,5,1,1,Undergraduate,Male,Public,3.6,75.5,58.1,57.5,Pass
8.1,91.7,2.62,100.0,9.1,3.5,4,1,1,None,Male,Public,8.8,68.1,87.9,88.8,Distinction
7.4,54.8,2.82,89.5,6.5,3.5,4,1,0,None,Male,Public,11.7,64.4,75.7,68.3,Pass
4.6,100.0,3.18,100.0,6.1,3.8,5,1,0,None,Male,Public,6.5,58.5,85.2,84.3,Distinction
8.0,86.6,3.84,100.0,8.3,4.7,3,0,0,High School,Female,Private,25.1,53.5,67.0,87.6,Distinction
5.3,99.0,2.46,79.8,7.8,0.9,3,0,1,High School,Male,Private,8.9,63.5,62.6,62.2,Pass
4.3,57.9,2.65,81.0,6.7,1.5,2,0,0,Postgraduate,Female,Private,0.5,45.7,68.8,44.9,Fail
3.8,57.5,2.64,74.3,9.1,3.3,5,0,0,Undergraduate,Male,Public,3.0,56.1,79.1,52.5,Pass
4.4,75.8,2.44,40.2,6.7,1.9,4,1,1,Undergraduate,Female,Public,7.2,81.6,58.0,43.9,Fail
4.2,85.5,2.76,75.4,7.0,8.1,2,0,1,High School,Male,Public,14.4,66.5,83.9,60.8,Pass
5.3,100.0,3.54,99.2,7.0,3.8,5,1,1,High School,Female,Public,3.0,78.4,67.9,90.1,Distinction
5.3,88.6,2.26,63.0,5.6,2.9,4,1,1,High School,Male,Public,44.9,87.0,23.5,46.4,Pass
5.0,74.4,3.3,83.2,7.1,2.2,5,0,1,Undergraduate,Female,Public,4.6,62.3,76.1,72.7,Distinction
5.9,62.6,1.81,92.0,9.1,2.3,1,0,0,Undergraduate,Female,Private,9.1,68.1,41.6,39.7,Fail
7.4,96.5,2.61,56.8,7.7,3.0,4,0,1,Undergraduate,Female,Private,0.5,60.5,75.7,69.4,Pass
6.9,63.5,2.77,66.0,7.0,3.2,4,0,1,Undergraduate,Male,Public,25.9,52.8,76.4,60.1,Pass
2.0,100.0,4.0,54.6,6.8,2.3,4,1,0,Undergraduate,Male,Private,18.7,50.7,67.3,60.5,Pass
0.5,73.7,2.81,58.6,7.5,2.6,4,0,0,None,Female,Public,2.6,77.6,70.7,41.3,Fail
6.9,100.0,1.46,49.2,8.1,5.0,5,1,0,Undergraduate,Female,Private,32.5,68.1,79.6,59.5,Pass
2.3,88.2,1.6,57.0,7.9,5.1,3,1,0,Undergraduate,Male,Private,4.6,92.7,54.1,36.1,Fail
4.6,75.9,3.02,100.0,6.5,3.4,5,0,1,Undergraduate,Male,Private,14.1,79.6,74.7,77.6,Distinction
2.7,70.2,3.43,56.7,7.5,1.0,2,1,0,High School,Male,Public,20.5,54.0,80.6,47.4,Pass
1.4,72.9,3.26,77.5,7.7,3.8,3,1,0,High School,Male,Public,16.2,77.6,90.2,60.0,Pass
6.1,84.4,3.12,64.9,5.5,5.3,1,1,1,High School,Male,Public,30.0,60.4,44.3,50.7,Pass
